interview_id,candidate_id,req_id,interview_date,interview_type,interviewer_role,skill_focus,interview_score,recommendation
I5709,C4984,R1014,2024-03-16,In-Person,MARKETING MANAGER,Adaaptability,2.7,Hire 
I5710,C4127,R1108,2024-05-02,video call,Engineering lead, Personality,3.1,Hire
I5711,C4249,R1143,2024-06-03, Video Call,ENGINEERING LEAD, Adaptability,2.7,No Hire
I5712,C4862,R1053,2024-09-06,Videeo Call,Ops Director,Problem Solving,3.5,NO HIRE
I5713,C2678,R1118,2024-09-02,Video Caall,marketing manager,Technical Skills ,3.6,Neutral
I5714,C4199,R1018,2024-07-12,Phone ,marketing manager,Adaptability,2.9,Neutral
I5715,C3940,R1136,2024-10-18,Phone,Ops Director,communication,3.2,hire
I5716,C4829,R1000,2024-11-12,Phonee,Markeeting Manager,adaptability,3.6,No Hiree
I5717,C4967,R1128,2024-08-25,In-Peerson,Markeeting Manager,communication,3.8, Hire
I5718,C4332,R1064,2024-01-22,IN-PERSON, HR Director,Leeadership,4.1,Neutraal
I5719,C4813,R1062,2024-11-08,video call,Maarketing Manager, Technical Skills,3.8,No Hire
I5720,C2577,R1010,2024-11-01,Video Caall,Ops Director ,TEAMWORK,3.0,NO HIRE
I5721,C4059,R1137,2024-05-08,Phone,Ops director,personality,3.1,Neutral
I5722,C3397,R1145,2024-09-22,VIDEO CALL,Engineering Leaad,adaptability,4.9,No Hire 
I5723,C2760,R1099,2024-08-18,phone,ops director,Adaptability ,2.7,Strong Hire
I5724,C2106,R1037,2024-02-19,Video Caall,Markeeting Manager,Teamwork,4.6,Strong hire
I5725,C3602,R1125,2024-06-14,Video Call ,Hr director,Communication,4.7,Hire 
I5726,C2033,R1051,2024-02-21,Phone ,Hr director,TEAMWORK,4.5,Strong Hire
I5727,C2657,R1021,2024-08-29, Video Call,Maarketing Manager,personality,3.2,No Hire
I5728,C2173,R1090,2024-10-09,phone,Marketing Manager,Peersonality,3.8,Hire 
I5729,C2803,R1097,2024-04-08,Phone, Recruiter,Adaptability,3.3,No Hiree
I5730,C3622,R1000,2024-06-07,Video call,Markeeting Manager,Communication,4.1, No Hire
I5731,C4373,R1055,2024-10-16,in-person,Reecruiter,COMMUNICATION,4.5,Neutral
I5732,C2571,R1035,2024-11-11,In-Person,Marketing Manager,PERSONALITY,4.7,NO HIRE
I5733,C4497,R1088,2024-01-26,phone,RECRUITER,Personaality,3.2,Hire 
I5734,C3764,R1126,2024-02-18,In-Person,OPS DIRECTOR,Technical skills,3.8,hire
I5735,C2566,R1133,2024-07-07,Phone,OPS DIRECTOR,Teamwork,4.0,strong hire
I5736,C2010,R1128,2024-10-13,In-Person ,Ops Director ,Personaality,5.0,Strong Hiree
I5737,C2249,R1106,2024-06-16,In-Peerson,Ops Director,Communication,3.3,Strong Hire
I5738,C4794,R1042,2024-05-03, In-Person,Marketing Manager,Technical skills,2.8,No hire
I5739,C3705,R1027,2024-06-25,Phone , Marketing Manager,COMMUNICATION,2.8,strong hire
I5740,C3089,R1016,2024-11-01,In-Person ,OPS DIRECTOR,problem solving,4.4,neutral
I5741,C3552,R1043,2024-06-11,In-Person,ops director,Communication,3.2,Neeutral
I5742,C4864,R1031,2024-01-13,IN-PERSON,Recruiter , Problem Solving,3.9,Hiree
I5743,C4334,R1041,2024-01-10,phone,Marketing Manager,technical skills,3.4,Hiree
I5744,C4556,R1116,2024-03-05, Video Call, HR Director,Personality,4.1,Neutral
I5745,C2240,R1029,2024-04-22,Phonee,recruiter,Personality,3.3,Strong Hire 
I5746,C2733,R1056,2024-01-23,Videeo Call, HR Director,Teamwork,4.7,No Hire
I5747,C3084,R1096,2024-10-18, Video Call,Ops Director ,Personality ,5.0,Strong Hiree
I5748,C4999,R1075,2024-02-21,PHONE,Engineering Lead,Adaptability ,4.7, Neutral
I5749,C2329,R1053,2024-12-21,In-person,Engineering lead,problem solving,4.1,hire
I5750,C3623,R1140,2024-09-28,Video Caall,Marketing Manager,Problem Solving ,2.9,No Hiree
I5751,C4933,R1087,2024-10-03, Phone, HR Director,Communication,2.6,Hire 
I5752,C4598,R1147,2024-08-19,Video Caall,Ops director,Problem Solving,3.0,Strong hire
I5753,C3931,R1060,2024-04-15,phone,HR Director,Peersonality,3.9,No Hire 
I5754,C4834,R1008,2024-10-30,Phone,Engineering Leaad,problem solving,4.5,No Hire
I5755,C3429,R1081,2024-12-29,in-person,Engineering Lead,Personality,4.4,Strong hire
I5756,C4906,R1040,2024-12-02,video call,Marketing Manager,Technical Skills,4.9, No Hire
I5757,C2447,R1078,2024-03-25,IN-PERSON, HR Director,problem solving,2.5,No Hire 
I5758,C3303,R1113,2024-05-19,Video call,Ops Direector,Communication ,4.6,neutral
I5759,C3101,R1138,2024-12-04,PHONE,Ops Director,technical skills,4.8,Strong hire
I5760,C2529,R1054,2024-02-19,Phone , HR Director,Technicaal Skills,4.5,strong hire
I5761,C3261,R1036,2024-12-12,In-person, HR Director,Adaptability,4.0,NO HIRE
I5762,C3684,R1091,2024-12-25,PHONE,Reecruiter,Adaptability,5.0,no hire
I5763,C4609,R1138,2024-08-02,Phone,recruiter,Communication,3.0,strong hire
I5764,C3862,R1074,2024-04-23,In-Peerson,Engineering Lead ,Teeamwork,4.1,HIRE
I5765,C4246,R1035,2024-03-27,In-person, Marketing Manager, Technical Skills,3.1,No Hiree
I5766,C2717,R1080,2024-06-24,In-Person, Marketing Manager,Teamwork,3.3,Hire
I5767,C4990,R1036,2024-03-19,In-Person , Recruiter,communication,3.6,Hiree
I5768,C3357,R1149,2024-01-26,Video Caall,hr director,Technicaal Skills,3.0,no hire
I5769,C3526,R1032,2024-10-09,in-person,Engineering Leaad,adaptability,3.4,no hire
I5770,C3277,R1029,2024-03-11,In-Person ,ENGINEERING LEAD,Probleem Solving,3.1,NO HIRE
I5771,C2393,R1032,2024-10-17,Video call, HR Director, Communication,4.4,NEUTRAL
I5772,C4190,R1028,2024-07-15,PHONE,RECRUITER,problem solving,4.1,NEUTRAL
I5773,C3287,R1114,2024-05-05,Phone,ENGINEERING LEAD, Technical Skills,4.1,neutral
I5774,C2437,R1105,2024-03-11,Video Call ,MARKETING MANAGER,Teamwork ,3.1,Hire
I5775,C3149,R1037,2024-06-03,Phone,Recruiter,technical skills,3.0,No Hiree
I5776,C3259,R1010,2024-06-20,phone,Engineering lead,Leaadership,3.8,Strong Hire 
I5777,C4718,R1068,2024-01-28,IN-PERSON,HR Director,Leadership,4.9,Hiree
I5778,C3252,R1033,2024-12-09,In-Person,Maarketing Manager,Problem Solving,4.2,No Hiree
I5779,C4423,R1025,2024-05-28, Video Call,recruiter,Communication ,2.5,Neeutral
I5780,C4531,R1040,2024-10-16,In-Peerson,MARKETING MANAGER,Teaamwork,4.3,Hire
I5781,C3682,R1023,2024-06-09,In-Person,Recruiter,technical skills,4.0,No Hire
I5782,C2195,R1101,2024-05-24,In-Person ,HR DIRECTOR,technical skills,2.7,Neutral
I5783,C2583,R1033,2024-04-28,Phone ,Ops director,COMMUNICATION,3.0, Strong Hire
I5784,C2869,R1032,2024-10-25,Phonee,Reecruiter,Leaadership,3.3,No Hiree
I5785,C3992,R1036,2024-07-08,Phone,recruiter,Problem Solving ,4.7,strong hire
I5786,C4023,R1141,2024-06-13,In-Person,Hr director,Problem Solving,4.8,neutral
I5787,C4650,R1059,2024-06-03,Videeo Call,RECRUITER, Leadership,2.8,NEUTRAL
I5788,C3388,R1125,2024-06-26, In-Person,Marketing manager,leadership,4.5,Neutraal
I5789,C2105,R1139,2024-11-19,In-Person,Engineering Leaad,teamwork,2.7, Neutral
I5790,C3256,R1033,2024-05-21,Video Call,RECRUITER,Teaamwork,4.6,NO HIRE
I5791,C3256,R1033,2024-06-07,Phone,Ops director,Leeadership,3.6, Strong Hire
I5792,C4206,R1098,2024-08-13,Video Caall,recruiter,problem solving,3.5,Hire
I5793,C4640,R1046,2024-12-24, Phone,Maarketing Manager,Peersonality,3.6,No Hire 
I5794,C2513,R1094,2024-05-25,Video call,hr director,teamwork,3.3,Neutral 
I5795,C2495,R1031,2024-11-03,Phone ,Engineering Lead ,Personaality,4.0,Strong Hire
I5796,C4945,R1039,2024-04-17,Phone,Marketing Manager, Adaptability,4.1,No Hire 
I5797,C2109,R1061,2024-06-28,phone,Marketing manager, Technical Skills,2.8,NEUTRAL
I5798,C4407,R1132,2024-07-06,phone,HR Director ,Leaadership,4.2,No Hire
I5799,C3499,R1097,2024-06-13,VIDEO CALL,engineering lead,Leaadership,3.2,No Hiree
I5800,C2639,R1038,2024-09-15,In-Peerson,ENGINEERING LEAD, Adaptability,3.0,NO HIRE
I5801,C2553,R1091,2024-10-19,Phone,HR DIRECTOR, Technical Skills,2.7, Neutral
I5802,C3662,R1014,2024-09-19,Phone,HR Direector,PERSONALITY,4.3, Strong Hire
I5803,C3889,R1018,2024-01-29,Video Call,Ops Direector,Leadership,3.6,No Hire
I5804,C4349,R1124,2024-01-01,PHONE,Recruiter ,Leadership,4.5,Strong Hire 
I5805,C3730,R1111,2024-10-03,In-Person ,Reecruiter,Probleem Solving,4.8,Strong Hire 
I5806,C4129,R1087,2024-02-22, Video Call,ENGINEERING LEAD,Communication,3.1,no hire
I5807,C2111,R1025,2024-07-29,PHONE,Reecruiter,Leeadership,4.4,No Hire
I5808,C2588,R1123,2024-10-29,PHONE,Recruiter ,Technicaal Skills,3.3,Neutraal
I5809,C2732,R1134,2024-12-13,In-Peerson,Recruiter ,Probleem Solving,3.4, Strong Hire
I5810,C2867,R1121,2024-12-16,VIDEO CALL,HR Director,Leadership,4.8,hire
I5811,C2185,R1096,2024-07-23,Video Caall,HR DIRECTOR,Communicaation,3.1,No hire
I5812,C3993,R1010,2024-12-07,VIDEO CALL,Ops Direector,technical skills,3.7,Neutraal
I5813,C4170,R1080,2024-11-30,Video call,Ops Director,technical skills,2.7,Hire
I5814,C3433,R1127,2024-06-20,PHONE,Hr director,PERSONALITY,2.9,Neutraal
I5815,C2181,R1061,2024-10-08, Video Call,Ops Director,Leadership,4.1, No Hire
I5816,C4790,R1064,2024-08-02,In-Peerson, Ops Director,Leadership,3.2,STRONG HIRE
I5817,C2429,R1146,2024-01-29,Video Call , Engineering Lead,Communicaation,4.0,Hire
I5818,C2541,R1146,2024-08-30, Phone,marketing manager,Teeamwork,4.0, Strong Hire
I5819,C4741,R1129,2024-05-30,video call,RECRUITER,Probleem Solving,4.2, No Hire
I5820,C2338,R1016,2024-08-22,In-Person,Engineering lead,Leaadership,4.7,Hiree
I5821,C2134,R1052,2024-05-20,Video Call,HR Director ,LEADERSHIP,3.1,NEUTRAL
I5822,C3626,R1137,2024-02-13, In-Person,Engineeering Lead, Technical Skills,3.8,no hire
I5823,C4396,R1090,2024-12-10,In-Person,Marketing Manager ,Adaptability,4.3,HIRE
I5824,C3655,R1062,2024-06-26,video call,recruiter,Adaaptability,3.8,STRONG HIRE
I5825,C4468,R1110,2024-03-15,IN-PERSON,MARKETING MANAGER,adaptability,3.5,NO HIRE
I5826,C2535,R1016,2024-09-01,IN-PERSON,Engineering lead, Problem Solving,2.7,Neutral 
I5827,C3598,R1068,2024-09-23,Phone,Marketing Manager ,Teaamwork,2.9,No Hire 
I5828,C4131,R1077,2024-09-20,Phonee,Marketing Manager,Leadership,3.1,No Hire
I5829,C2823,R1078,2024-07-31,In-person,Marketing manager,leadership,3.4,Hiree
I5830,C4139,R1029,2024-06-20,Videeo Call,Ops Director,Problem Solving,3.7,No Hiree
I5831,C2977,R1018,2024-11-11,Phone,RECRUITER,ADAPTABILITY,3.7,No Hire
I5832,C2826,R1009,2024-04-23,In-Peerson, Recruiter,Leadership,4.0,Strong hire
I5833,C3853,R1118,2024-10-18, Phone,hr director,Communicaation,3.2,Hire
I5834,C2932,R1011,2024-03-21,IN-PERSON,HR Direector, Teamwork,4.7, No Hire
I5835,C4042,R1125,2024-06-07,VIDEO CALL,Ops director,Teamwork,4.8,HIRE
I5836,C2121,R1086,2024-02-08,In-Person,hr director,Adaptability ,4.0,Strong Hiree
I5837,C4722,R1012,2024-07-20,In-Person,Ops Director,Problem Solving,3.2,Hire
I5838,C4962,R1031,2024-09-04,Phone, HR Director, Adaptability,3.3,HIRE
I5839,C3472,R1027,2024-04-04, In-Person,HR Direector,Leadership,4.5,NEUTRAL
I5840,C2604,R1044,2024-11-12,Phone ,Engineering lead,Communication ,2.6,Strong Hiree
I5841,C4369,R1075,2024-12-25,PHONE,Ops Director,Personality ,2.7,Neutral 
I5842,C2280,R1094,2024-04-25,Video Call,Ops Direector, Communication,4.6,no hire
I5843,C2816,R1086,2024-11-24,In-Peerson,Marketing Manager,Teamwork ,4.6,NO HIRE
I5844,C4355,R1084,2024-12-03,Videeo Call,Engineering Leaad,technical skills,3.8,HIRE
I5845,C2015,R1106,2024-07-05,VIDEO CALL,hr director,problem solving,3.8,Neutral 
I5846,C2222,R1137,2024-11-28,Video call,Marketing Manager ,adaptability,4.9,Neeutral
I5847,C3477,R1001,2024-04-04,video call,Ops Direector,Adaptability,4.0,Neutral
I5848,C2564,R1092,2024-08-18,Phonee, Engineering Lead,Problem Solving ,4.2,No hire
I5849,C4730,R1094,2024-08-08, Phone, HR Director, Communication,4.0,NEUTRAL
I5850,C2809,R1059,2024-04-02,Phone,Maarketing Manager, Adaptability,4.3,NO HIRE
I5851,C2594,R1108,2024-09-19,PHONE,ENGINEERING LEAD,teamwork,4.5,Neutral
I5852,C2379,R1138,2024-01-17,In-Person, HR Director,Leadership,2.8,no hire
I5853,C4710,R1093,2024-03-27,Phone ,Ops director,Teamwork ,2.5,Hire
I5854,C3941,R1097,2024-11-28,Phone,Engineering Lead ,Communication ,2.7,Hire 
I5855,C3746,R1039,2024-04-27,In-person,Engineering lead,Technicaal Skills,4.9,Strong Hiree
I5856,C2801,R1072,2024-11-23, Video Call,marketing manager,Teamwork ,4.7,Hire
I5857,C4595,R1144,2024-01-17,IN-PERSON, Engineering Lead,Technicaal Skills,4.5,HIRE
I5858,C3630,R1046,2024-08-23,IN-PERSON, Ops Director,Personality,2.9,No Hire 
I5859,C2485,R1127,2024-05-30,In-Peerson,ops director,adaptability,3.6,Hire 
I5860,C4444,R1014,2024-04-12,In-person, Recruiter,Personality,4.3,no hire
I5861,C2888,R1038,2024-08-08,In-Peerson,Recruiter,Leaadership,4.2,neutral
I5862,C2411,R1051,2024-12-08,Video Call, Engineering Lead,Communication,3.6,Strong Hire
I5863,C4843,R1149,2024-08-01,Phonee,marketing manager,Communicaation,4.3,Neutral
I5864,C4480,R1063,2024-12-05,Video call,RECRUITER,Technicaal Skills,4.5,No Hire
I5865,C4815,R1109,2024-10-10,Video Caall,HR Direector,LEADERSHIP,4.6,no hire
I5866,C3761,R1007,2024-12-19,Phone,recruiter,Teeamwork,4.7,Neutral 
I5867,C4286,R1053,2024-06-25, Video Call, Marketing Manager,technical skills,4.0,Hire 
I5868,C3010,R1021,2024-02-27,Phone,Engineering Lead ,Adaptability,3.2,Strong Hiree
I5869,C3208,R1135,2024-07-12,In-person, Ops Director,Technical skills,4.0,NEUTRAL
I5870,C3952,R1009,2024-03-07, Video Call,Engineering Leaad,Leadership,4.0, Strong Hire
I5871,C3457,R1098,2024-09-17,In-Person,Ops Director ,Leadership,3.5,Strong hire
I5872,C3352,R1043,2024-09-05,In-Person ,HR DIRECTOR,communication,4.9,Hiree
I5873,C4096,R1117,2024-08-26, Phone,HR Director ,Problem Solving ,4.0,Strong Hire
I5874,C3676,R1108,2024-09-06,Phone ,Ops Direector,TEAMWORK,2.9,No hire
I5875,C4835,R1108,2024-08-11,Video call,Markeeting Manager,Communicaation,2.7,neutral
I5876,C3519,R1103,2024-08-05,Phone ,Ops Director ,Personality,4.0,No Hire
I5877,C4725,R1010,2024-11-06,In-Person ,OPS DIRECTOR, Problem Solving,3.8,Hire
I5878,C4350,R1027,2024-04-22,In-Person,HR Director , Personality,2.8, Hire
I5879,C2348,R1006,2024-08-24,video call,ENGINEERING LEAD,Technical Skills ,3.1,Strong Hiree
I5880,C3594,R1070,2024-03-22, Phone,HR Director , Leadership,2.6,Strong Hire 
I5881,C4743,R1133,2024-07-13,In-Person,Marketing Manager,Communication ,3.1,Neeutral
I5882,C2948,R1024,2024-07-21,Phone,Maarketing Manager,personality,4.2,Strong Hire
I5883,C4883,R1069,2024-07-27,In-Person , Recruiter,Technicaal Skills,2.9, Hire
I5884,C2420,R1002,2024-03-12,Video Call,engineering lead,teamwork,3.7,HIRE
I5885,C2215,R1100,2024-10-26,IN-PERSON,engineering lead,Adaptability,4.0,STRONG HIRE
I5886,C4819,R1128,2024-11-11,Video Call,recruiter,Personaality,3.1,NEUTRAL
I5887,C4343,R1124,2024-05-09,Phone ,Engineering Lead ,Communication,3.7,Hire
I5888,C4511,R1019,2024-03-10,Video Call , Marketing Manager,Peersonality,4.8, No Hire
I5889,C3565,R1135,2024-02-03,Phone,Hr director, Adaptability,4.7,Neutral 
I5890,C4337,R1031,2024-04-16,Phone,Engineering lead,Adaptability,3.9,no hire
I5891,C2168,R1120,2024-04-13,Phonee,Reecruiter, Teamwork,4.2,No Hire
I5892,C3499,R1097,2024-05-25,In-person,engineering lead,Leaadership,4.3,Hire
I5893,C4942,R1066,2024-02-17,In-person,Recruiter,TECHNICAL SKILLS,4.6,STRONG HIRE
I5894,C3568,R1097,2024-08-24,In-Person,Marketing manager,PROBLEM SOLVING,4.9,Strong Hiree
I5895,C4600,R1048,2024-07-23,in-person,Recruiter,Problem Solving,2.9,Hire
I5896,C4364,R1040,2024-07-02,In-Person,RECRUITER,Adaptability ,3.6,No hire
I5897,C3732,R1139,2024-09-24, Video Call,recruiter,Problem solving,3.4,NEUTRAL
I5898,C3600,R1013,2024-11-14,Phonee, HR Director,Adaptability,4.2, Hire
I5899,C2589,R1065,2024-01-06,Phone,Recruiter,Teamwork ,4.1,No Hire 
I5900,C4487,R1021,2024-11-10,Phone,HR Director ,Adaaptability,2.8,Neutral
I5901,C3392,R1028,2024-08-15,phone,Reecruiter,Adaaptability,3.1,HIRE
I5902,C3572,R1131,2024-09-23,Video call,Engineering Lead,ADAPTABILITY,4.2,Neeutral
I5903,C4522,R1118,2024-02-07,IN-PERSON,HR Director ,Problem Solving ,4.3,Hire
I5904,C2006,R1042,2024-10-31,in-person, Engineering Lead, Personality,3.9,No Hire
I5905,C2578,R1046,2024-04-06,Phone,Engineering Lead,personality,4.5,Neutral
I5906,C4779,R1131,2024-06-25,PHONE,Recruiter,Leadership ,4.0,STRONG HIRE
I5907,C3028,R1066,2024-01-27,In-person,ops director,Technical skills,2.9,no hire
I5908,C2940,R1010,2024-10-31,In-Person,hr director,TECHNICAL SKILLS,4.8,NEUTRAL
I5909,C3399,R1076,2024-09-09,Video Call ,engineering lead,Communication,3.0,Strong Hire
I5910,C4487,R1021,2024-07-17,Video call,HR Director,ADAPTABILITY,2.9,Strong Hire
I5911,C3758,R1139,2024-04-19,VIDEO CALL,RECRUITER, Leadership,3.5,Strong hire
I5912,C3240,R1103,2024-03-22,Video Call ,OPS DIRECTOR,Teamwork ,4.9,No Hiree
I5913,C2261,R1105,2024-02-08,IN-PERSON,Ops Director ,Adaptability,4.0, No Hire
I5914,C3222,R1142,2024-08-01,Video Call ,HR Director,Leadership,4.4,Hire 
I5915,C3196,R1001,2024-12-12,In-Person ,Ops Direector,Personaality,3.6,No Hire 
I5916,C4034,R1005,2024-08-25,Video Call,engineering lead,Probleem Solving,4.7,Strong Hiree
I5917,C4453,R1121,2024-11-11,In-Peerson,Engineering Lead ,technical skills,3.4,Strong Hire 
I5918,C2562,R1010,2024-07-12,Videeo Call,Ops Director, Technical Skills,4.7, Neutral
I5919,C4500,R1045,2024-12-20,Video Call ,Recruiter, Adaptability,4.2,Neutral
I5920,C4572,R1106,2024-08-01,Video call,OPS DIRECTOR,Problem Solving ,2.6,no hire
I5921,C2582,R1087,2024-04-04,Video Call ,RECRUITER,TECHNICAL SKILLS,3.0,hire
I5922,C2918,R1131,2024-07-12,In-Person, HR Director,Peersonality,4.9,Hire
I5923,C2997,R1116,2024-03-08,video call,Engineering Leaad,Personaality,4.1,no hire
I5924,C4756,R1066,2024-11-19,In-Person ,Engineering Lead ,Adaptability,4.3,No hire
I5925,C2929,R1014,2024-03-14, Video Call,ops director,Leadership ,3.1,No Hire 
I5926,C2546,R1124,2024-10-07,In-Person,engineering lead,Communication,3.9,strong hire
I5927,C2367,R1081,2024-05-02, Video Call,Ops Director,communication,2.8,No Hiree
I5928,C2859,R1000,2024-12-10,Video Call,ops director,Adaptability,3.3, Strong Hire
I5929,C3319,R1006,2024-07-06,In-Peerson,Recruiter, Teamwork,2.7,No Hire
I5930,C4129,R1087,2024-03-24, Phone,Engineering Lead , Problem Solving,2.9, Strong Hire
I5931,C2068,R1147,2024-10-07, In-Person,RECRUITER,Probleem Solving,3.3,Strong Hire
I5932,C3814,R1070,2024-11-06,Phone ,Engineering Lead,Teamwork ,3.3,no hire
I5933,C2197,R1096,2024-10-23,In-person,Marketing Manager ,Adaaptability,4.4,Strong Hire
I5934,C3552,R1043,2024-07-05,In-Person,marketing manager,Teeamwork,4.0,Strong hire
I5935,C2411,R1051,2024-10-02, Phone,Ops director,Leadership ,4.9,No Hire 
I5936,C2655,R1016,2024-07-10,Video Caall,Reecruiter,PROBLEM SOLVING,4.7,neutral
I5937,C3591,R1029,2024-08-05, In-Person,Ops Director,Leadership,4.6,Hire
I5938,C2509,R1026,2024-07-06,Phone,Hr director,personality,4.1, Strong Hire
I5939,C4401,R1098,2024-04-09,In-Peerson,ops director,Personaality,3.0, No Hire
I5940,C4303,R1121,2024-05-04,Videeo Call,Hr director,Leadership ,3.9,no hire
I5941,C4999,R1075,2024-03-02,In-Person,Ops Director,Adaptability,2.8,strong hire
I5942,C4952,R1058,2024-04-30,Phone,Marketing Manager ,TEAMWORK,3.0, Strong Hire
I5943,C2681,R1003,2024-09-07,video call,Marketing Manager,Teaamwork,4.7,STRONG HIRE
I5944,C4061,R1143,2024-04-08,Videeo Call,Hr director,Teaamwork,4.4,strong hire
I5945,C4765,R1014,2024-06-11,PHONE,RECRUITER,Communication,3.3,No hire
I5946,C2459,R1027,2024-01-18,In-Person,ops director, Leadership,4.0,neutral
I5947,C3191,R1118,2024-05-20,Phone ,Ops Director,TECHNICAL SKILLS,3.8,HIRE
I5948,C2399,R1025,2024-04-17,Video Call,Recruiter,adaptability,3.1, Neutral
I5949,C3054,R1043,2024-09-11,Phone,Recruiter ,Teaamwork,3.9,no hire
I5950,C2914,R1027,2024-02-11,Phone,engineering lead,Communication,3.8,Hire
I5951,C4572,R1106,2024-03-30,VIDEO CALL,Ops Director,Probleem Solving,3.9,No Hiree
I5952,C2333,R1066,2024-02-24,Phonee,Marketing Manager,Teamwork,3.5,STRONG HIRE
I5953,C2543,R1056,2024-07-18,Video Call,Markeeting Manager, Leadership,4.3,No hire
I5954,C2624,R1051,2024-05-02,IN-PERSON,Recruiter,Teamwork ,2.6,strong hire
I5955,C3109,R1060,2024-09-17,Videeo Call,Ops Director ,TECHNICAL SKILLS,4.5, Strong Hire
I5956,C4398,R1020,2024-06-29, In-Person, Engineering Lead, Teamwork,4.3,NEUTRAL
I5957,C3207,R1102,2024-12-13,VIDEO CALL, Recruiter, Leadership,4.5,NO HIRE
I5958,C2441,R1053,2024-06-15,Video Call ,Marketing manager, Problem Solving,4.0,No Hiree
I5959,C2413,R1118,2024-06-11, Video Call, Engineering Lead,Leadership ,3.7, Strong Hire
I5960,C2655,R1016,2024-01-13,VIDEO CALL,Ops Direector,Peersonality,3.3,Strong hire
I5961,C3024,R1076,2024-08-11,phone, Marketing Manager,communication,3.1,Strong hire
I5962,C4879,R1142,2024-09-04,In-Person, Engineering Lead,Problem solving,4.0,Neutraal
I5963,C2542,R1088,2024-06-11,In-Person,Recruiter ,PERSONALITY,2.9,STRONG HIRE
I5964,C2006,R1042,2024-04-02,In-person,Ops director,personality,3.0,NEUTRAL
I5965,C2940,R1010,2024-09-01,VIDEO CALL,Recruiter,personality,4.0,No hire
I5966,C2201,R1069,2024-04-17,In-Person,Marketing manager,Communication,4.0,Neutraal
I5967,C2926,R1035,2024-07-06,VIDEO CALL,Recruiter,Problem Solving ,4.8,Hire
I5968,C3459,R1116,2024-02-21,IN-PERSON,Marketing manager,communication,3.8,No Hire 
I5969,C4978,R1070,2024-10-14,Phone ,ops director,problem solving,4.8,NO HIRE
I5970,C2491,R1074,2024-12-02,Video call,ENGINEERING LEAD,Adaptability,3.5,Hire
I5971,C4409,R1140,2024-12-30,In-Person ,Engineering lead, Adaptability,3.0,No Hire
I5972,C2404,R1077,2024-05-29,In-Person,HR Director,Personality,4.6,HIRE
I5973,C2607,R1092,2024-02-27,Video call,Recruiter,problem solving,4.2,Neutral
I5974,C3540,R1041,2024-06-05,Phone, HR Director,Teamwork,2.5,NEUTRAL
I5975,C3042,R1133,2024-07-06,Video call,Ops Director,leadership,4.7,STRONG HIRE
I5976,C4030,R1096,2024-08-29,In-Peerson,ops director,TECHNICAL SKILLS,3.3,STRONG HIRE
I5977,C2666,R1125,2024-03-14, Video Call,Ops Director ,Communication,3.6,Strong Hire 
I5978,C4213,R1030,2024-01-29,phone,Recruiter,Leadership ,2.8,Neutral 
I5979,C2436,R1049,2024-08-12,In-Person,Recruiter , Personality,4.9,Hire
I5980,C3596,R1078,2024-02-17,phone,Hr director,Teechnical Skills,2.8,Neutral 
I5981,C2100,R1080,2024-06-08,Phone,HR Direector,Adaptability,4.4,No Hire
I5982,C2979,R1085,2024-07-06,In-Person, HR Director,Adaaptability,4.9, Strong Hire
I5983,C4059,R1137,2024-04-08,Phonee,HR Director,communication,2.9,STRONG HIRE
I5984,C3667,R1046,2024-02-14,Phone,HR Director ,adaptability,2.7,Strong hire
I5985,C2215,R1100,2024-12-10,Phonee,Hr director,Leadership,3.4,Neutraal
I5986,C3207,R1102,2024-07-20,IN-PERSON,ENGINEERING LEAD,ADAPTABILITY,3.9, No Hire
I5987,C3378,R1109,2024-07-08, In-Person,Markeeting Manager,communication,3.6, Strong Hire
I5988,C3449,R1118,2024-04-14,In-Person,HR Direector,Personality,3.4,NO HIRE
I5989,C3806,R1078,2024-07-28, Phone,Markeeting Manager,Leeadership,4.4,HIRE
I5990,C4858,R1064,2024-06-20,Videeo Call,Recruiter,Personaality,4.0,No Hire 
I5991,C2680,R1120,2024-05-27, Phone,HR Director,Peersonality,3.2,Hire 
I5992,C4475,R1054,2024-12-21,Video Call, Marketing Manager,Communicaation,2.7,Neutral
I5993,C4649,R1047,2024-06-27, Phone,Ops Director,communication,2.8,strong hire
I5994,C3556,R1063,2024-04-03,Video call,Ops Director ,communication,2.7, No Hire
I5995,C3044,R1078,2024-12-26,phone,Engineering Lead, Teamwork,3.0,Neutral
I5996,C4149,R1136,2024-05-13,Video Call,Ops director,Personality ,4.7,Hiree
I5997,C3313,R1132,2024-03-23,Video Caall,Engineering Leaad,Problem Solving,3.1, No Hire
I5998,C4588,R1000,2024-09-20,In-Person,Engineering lead,LEADERSHIP,4.5,No Hiree
I5999,C3047,R1131,2024-04-02,In-Person,Ops Director ,Technicaal Skills,3.8,Neutraal
I6000,C3300,R1113,2024-09-24,Phone,ops director,Personality,3.9,Neutraal
I6001,C4763,R1107,2024-07-30, In-Person,engineering lead,Technical skills,4.2, Hire
I6002,C3975,R1116,2024-01-05,PHONE,Marketing Manager ,Communication,3.6,Strong Hire
I6003,C4964,R1103,2024-08-19,Phone ,Ops Direector,Communication ,2.7,Neutral 
I6004,C2227,R1123,2024-02-03,Video call,HR Director,Problem solving,3.4,Hire
I6005,C3181,R1094,2024-12-02,Videeo Call,engineering lead,Problem Solving,2.9,no hire
